Site,DRAIN_SQKM,PPTAVG_SITE,RH_SITE,SNOW_PCT_PRECIP,PRECIP_SEAS_IND,JAN_PPT7100_CM,FEB_PPT7100_CM,MAR_PPT7100_CM,APR_PPT7100_CM,MAY_PPT7100_CM,JUN_PPT7100_CM,JUL_PPT7100_CM,AUG_PPT7100_CM,SEP_PPT7100_CM,OCT_PPT7100_CM,NOV_PPT7100_CM,DEC_PPT7100_CM,JAN_TMP7100_DEGC,FEB_TMP7100_DEGC,MAR_TMP7100_DEGC,APR_TMP7100_DEGC,MAY_TMP7100_DEGC,JUN_TMP7100_DEGC,JUL_TMP7100_DEGC,AUG_TMP7100_DEGC,SEP_TMP7100_DEGC,OCT_TMP7100_DEGC,NOV_TMP7100_DEGC,DEC_TMP7100_DEGC,BFI_AVE,STOR_NID_2009,FORESTNLCD06,PLANTNLCD06,WETLANDSNLCD06,MAINS100_FOREST,IMPNLCD06,AWCAVE,PERMAVE,WTDEPAVE,ROCKDEPAVE,ELEV_MEAN_M_BASIN,SLOPE_PCT,ASPECT_NORTHNESS,ASPECT_EASTNESS
md138,1126.247,61.521,57,65.78262,0.212269915,11.04185,9.483396,10.43564,7.833234,8.822544,6.380641,4.692287,4.010699,4.803511,6.05823,10.14319,11.1399,-10.2641,-8.22081,-5.24794,-0.553417,4.632712,8.926311,13.34867,12.42667,7.20035,1.906776,-5.32119,-9.45161,81.9557,0,59.16911329,0.0427526,2.2754772,37.27937512,0.03864035,0.08202971,4.686775,5.711565,47.49341,2409.236,8.877826,0.990263696,-0.139204211
md139,1128.811,100.362,69,29.36075,0.101760274,7.321257,6.003841,7.804583,8.513969,9.052378,11.93623,10.42615,10.22437,11.5724,9.352653,9.986133,9.219625,-5.89953,-5.34924,-0.478764,6.20408,12.20807,17.19825,19.45848,18.57602,14.8644,9.030515,3.066595,-3.07016,36.69817,4.964502472,54.223769,34.56997,2.2690306,41.93867,0.5235402,0.1292492,2.323071,3.027205,52.45741,491.7832,6.854114,0.097666275,-0.995219221
md140,1142.424,86.791,66,25.14585,0.130269781,5.548083,5.054539,6.925888,7.892713,8.356516,11.68896,8.91185,8.158658,9.072464,7.564875,7.467609,6.020946,-5.25692,-4.49813,0.2519674,6.826539,12.89958,17.58429,19.99997,19.08845,15.12537,9.106672,3.283415,-2.7908,35.37883,304.7326133,61.895522,29.672827,0.37680407,50.090231,0.5917447,0.118603,1.552052,3.286263,49.84945,523.3408,12.33337,-0.494410719,-0.869228417
md141,1146.949,123.898,68,3.015687,0.034911902,12.29758,10.89532,13.33188,9.058403,10.87617,10.0718,11.2198,10.56698,9.996681,10.21698,9.765938,10.02059,5.362173,6.939166,10.9913,15.6764,20.0574,24.02987,25.87866,25.25075,21.98644,16.00444,10.67372,6.334092,57.92385,22.13371039,47.3577137,19.20608161,2.674146478,48.1809239,5.124534,0.135149,1.72466,5.629653,56.81036,224.7218,4.046281,-0.531329088,0.847165509
md142,1167.568,96.442,70,17.36781,0.157272295,4.872066,4.208139,7.639284,9.198336,10.32867,11.04882,10.33921,9.406413,7.982703,7.258517,7.944778,6.531875,-4.54383,-2.48019,3.253532,9.786268,15.95084,21.22218,23.23561,22.08639,18.18107,11.68797,4.731063,-1.8712,41.59153,0,8.37656482,83.896834,0.47475599,28.95928,1.778032,0.1358344,5.05286,2.357633,59.48482,208.9813,0.2326671,0.815663296,-0.578526911
md143,1170.957,224.152,70,42.11563,0.424581112,32.64881,26.23218,22.93963,17.12155,12.50224,7.974144,3.00762,3.441079,7.390148,15.65328,35.01152,34.91813,-0.0200912,1.253112,2.565754,4.793063,8.239822,11.93034,15.68767,15.63434,12.96918,7.956083,2.677318,0.6867147,68.17364,485.3523144,80.73982436,0,0.013988559,58.91869734,0.08849148,0.140019,4.821063,5.95983,47.20879,1135.381,30.12888,0.488406513,-0.872616226
md144,1180.565,110.271,67,28.69705,0.082652163,7.514383,6.403368,8.563581,9.666402,10.94568,10.91958,10.70443,9.863737,10.40277,9.488755,10.06708,8.281607,-6.58408,-5.91775,-1.07801,5.458236,11.54132,16.37373,18.75164,17.98251,14.13146,8.146368,2.386206,-3.80103,41.81768,472.5822,69.104901,22.68996,1.2139612,21.711668,0.3494971,0.09996432,1.551213,4.393707,44.94474,570.5925,16.41523,-0.984264765,-0.176699952
md145,1183.973,115.455,67,29.83566,0.085378651,7.887955,6.306009,8.742454,9.581885,11.2242,11.20128,11.08608,9.862895,10.62775,9.683085,10.08371,8.307623,-6.76031,-6.2238,-1.42987,5.050958,11.1702,15.93475,18.37063,17.57207,13.67526,7.838521,2.150245,-4.1255,43.69957,636.4497493,85.429637,8.0304,1.0063655,23.799538,0.1635718,0.09743734,1.289144,4.934188,39.70625,617.9087,20.64586,-0.994267248,-0.106923518
md146,1217.343,113.776,69,47.86168,0.403412207,21.84968,17.73705,16.56551,12.85885,9.078385,5.29007,2.695307,3.085483,4.84142,10.5704,23.24133,23.01744,-0.654918,0.4631065,1.784681,4.146232,7.571292,11.37309,15.4551,15.51826,12.82412,7.848854,2.074035,-0.261824,74.96086,22.05101027,87.67701632,0,0.041623441,76.92699305,0.09654053,0.1418439,3.627831,5.927146,47.736,1471.741,20.23899,0.514646059,-0.857402726
md147,1237.438,111.914,68,26.82922,0.09639836,7.790666,6.319191,8.710782,9.39364,9.727072,12.88934,11.09446,10.76502,10.93466,8.455173,9.847376,9.012743,-5.50901,-4.77807,0.2122111,6.744273,12.48482,17.1997,19.38832,18.56997,14.82627,8.94098,3.080175,-3.04544,43.59846,180.9985228,86.009409,2.4512501,1.052271,51.873672,0.1946178,0.1067871,4.982732,3.982866,50.60765,512.9971,10.79176,-0.86498419,-0.501799114
md148,1252.84,67.797,67,33.85925,0.439529775,14.47712,12.30532,11.61098,7.128492,4.882621,3.013197,1.223914,2.002187,3.181247,6.337536,14.40353,15.07724,2.336465,3.620353,4.761307,6.806631,10.60273,14.44143,18.8701,18.69803,15.96801,10.81057,5.455714,2.870322,60.36245,89.10030171,71.3606283,0.9042811,0.48245568,39.3908025,0.2976973,0.1025326,1.743592,5.945633,34.86467,1120.818,34.30005,0.920993774,-0.389577295
md149,1271.465,121.33,66,20.00343,0.060551139,10.4442,7.619117,10.29597,10.83281,12.25646,11.29559,12.59638,11.37493,11.8716,9.857666,10.30904,9.913616,-2.12244,-1.34333,3.463347,9.428683,15.13565,19.9558,22.61638,21.60354,17.71111,11.71861,5.878426,-0.00769548,42.89338,239.9659574,40.3402198,27.84095,3.63641152,32.97495273,4.50714,0.1202754,3.647814,4.546599,48.40128,134.1027,5.493641,-0.801074162,0.598565107
md150,1355.905,14.274,41,10.16833,0.56822129,7.158748,7.982594,6.540227,1.890613,0.9942296,0.3079342,0.6967968,0.9393784,1.093732,1.458138,2.594756,4.408047,5.98376,7.263305,8.765743,11.84438,15.70351,20.04037,23.76208,23.41225,20.51752,15.23865,9.685356,6.302413,38.43294,279.1385672,11.83898028,0.19567801,0.39321451,19.1374701,4.802205,0.08724281,6.880911,5.907685,43.54287,1235.2,11.32891,0.997810253,0.066141512
md151,1369.11,136.369,72,21.22721,0.073432629,11.87365,10.24357,12.64561,12.03097,14.84348,13.29525,15.41725,13.5506,11.24186,10.06566,10.61498,11.60239,-2.99352,-1.6783,2.744167,8.347591,13.26647,17.37581,19.32,18.72098,15.59251,9.857814,4.079126,-0.875165,34.25573,7.106516642,93.219388,1.020751,0.08276182,77.674523,0.2590412,0.1168499,3.789346,5.30789,37.8931,984.0681,20.67475,0.13759149,-0.990489062
md152,1371.498,99.655,70,19.2551,0.130554173,5.529901,4.77056,7.334832,9.119177,9.475987,11.5787,10.10688,9.760725,9.315412,7.898916,8.736317,7.606719,-4.60225,-2.86541,2.629123,9.254302,15.28921,20.66586,22.82801,21.75838,17.86909,11.56449,4.513742,-2.00976,66.86682,8.349170761,11.5584072,67.110296,6.0824719,4.63078861,2.250896,0.1558052,6.719229,3.58382,60,229.1983,0.6777344,-0.972091358,0.234602624
md153,1381.823,106.818,69,13.60213,0.078584596,9.481883,8.509634,10.33979,9.478622,12.44963,10.54298,11.82055,9.875421,9.217344,7.313946,8.425099,9.016907,0.1701731,1.631108,5.973989,10.96217,15.45237,19.39745,21.38604,20.76731,17.53638,11.70052,6.349487,1.732588,47.36306,3.095387036,58.3214095,30.0440445,0.0043638,48.4277522,1.88378,0.1261291,1.946644,5.89797,48.92892,760.8605,18.26808,0.039005193,-0.999239008
md154,1444.943,138.764,73,24.02796,0.392683475,30.56462,24.89384,23.11177,18.35732,13.80541,8.788766,2.968281,3.717321,8.088771,15.93191,34.04653,32.42483,2.30376,3.553679,4.851624,7.149649,10.33789,13.90902,17.31467,17.41113,14.93671,9.981489,4.812492,2.953017,53.67132,419.3005364,76.3388423,0.16399957,0.006477765,57.081149,0.09683137,0.147644,2.050494,5.886382,45.22817,815.5933,30.63076,0.233864527,-0.972269193
md155,1474.261,135.013,72,0,0.193381672,9.992874,8.684511,11.25552,7.409661,8.935353,16.3243,17.13895,18.31154,15.02921,6.614463,6.058275,7.647262,12.32856,13.80605,16.92739,19.86505,23.52144,26.2084,27.1844,26.95318,25.62273,21.11822,16.67226,13.16687,43.05058,1.613321522,31.101334,11.80415,24.266147,11.9585776,0.8473104,0.0932226,8.157282,1.084188,59.62216,42.80386,0.2691995,0.112422829,-0.993660459
md156,1487.505,97.709,69,19.79144,0.112828433,6.172659,5.487638,7.795923,8.477409,9.754604,10.2806,10.62584,9.377028,9.582323,6.880479,8.182669,7.701025,-3.05083,-2.11851,2.950063,9.064851,14.82858,19.76421,21.98921,21.117,17.45856,11.31663,5.065029,-0.784511,36.83812,275.5909446,37.32171566,39.49878,3.3827191,22.7825963,2.64578,0.1561112,1.344114,1.989265,57.86428,328.1176,1.572731,0.86130167,0.508093921
lg1,1523.407,98.096,69,22.32657,0.117847356,6.110022,5.55622,7.488924,8.754199,9.340144,11.18944,10.62629,9.73115,10.6108,7.767415,8.877201,8.034222,-3.76247,-3.03424,1.983975,8.199841,14.05476,19.03668,21.26159,20.3916,16.73809,10.69653,4.622838,-1.34179,36.9113,662.740525,37.1170445,40.35813,3.7369844,21.10560451,1.54573,0.1274992,1.714357,1.789055,59.52584,336.2395,2.221062,0.666109505,-0.745853958
lg2,1524.798,120.47,74,38.80089,0.369883794,35.19221,28.29491,24.21094,17.17071,12.84557,10.47032,7.46965,7.851006,12.03303,23.71617,43.20995,40.29959,-0.28852,1.434848,2.770835,5.62068,8.668753,11.76508,14.92768,15.26539,11.92513,7.463148,3.048823,0.2052927,58.74356,0.159300445,69.462943,1.3223526,1.7308512,13.549475,0.5040894,0.1397101,2.83326,4.496465,53.76528,873.4793,36.1938,0.408489774,-0.912762896
lg3,1528.151,108.683,65,28.75667,0.058266986,8.814958,7.187274,8.520864,10.05977,11.07521,11.44758,9.906693,9.398674,10.61019,9.05437,9.809146,8.620795,-5.92708,-5.05679,-0.106136,6.448089,12.47538,17.15174,19.6276,18.81779,14.69627,8.755637,2.981982,-3.32346,42.02356,364.7520075,68.954198,14.188677,4.7355451,48.101492,0.7681157,0.1115858,1.742287,3.118866,52.70625,448.8106,7.514335,0.089241975,0.996009975
lg4,1539.334,111.79,67,28.58328,0.08028211,7.581508,6.45921,8.587573,9.700893,10.88145,10.89895,10.65486,9.864948,10.37179,9.472806,10.06014,8.310144,-6.44871,-5.74879,-0.918701,5.695283,11.78096,16.61352,18.99935,18.22155,14.31569,8.328818,2.512166,-3.68725,41.54217,365.0081587,71.286054,20.737717,1.1145535,23.020724,0.3816885,0.1021421,1.502146,4.280886,45.20916,550.7085,15.97657,-0.996458602,-0.084084811
lg6,1571.884,37.522,58,55.69842,0.099508464,5.851847,5.30935,6.722831,6.889004,5.659596,3.33759,5.150713,4.593728,4.115468,4.473458,5.7202,5.31381,-8.62468,-7.44895,-4.36886,0.1571587,5.231273,9.819882,12.99945,12.04995,8.065847,2.94474,-4.23481,-8.06206,64.52306,170.1798918,58.487764,0.193926499,1.8740506,21.1085428,0.7295415,0.09208406,4.735431,5.610673,52.66801,3033.089,29.64743,0.999992628,-0.003839715
lg7,1584.818,70.171,59,0.9690493,0.168876887,2.722781,3.935664,4.73876,5.442902,8.780685,9.003231,4.628122,5.74779,7.710871,7.880181,4.068456,3.761832,6.602308,8.923418,13.09163,18.20867,22.42497,26.47748,28.66732,28.35415,24.3451,18.81055,12.26842,7.777605,7.791191,15.28473175,8.035963331,3.0683583,0.0555395,13.09994641,0.3544323,0.1313261,0.6751839,5.972802,45.88506,483.3127,3.003413,0.509607064,0.860407253
lg8,1619.847,83.228,67,23.99952,0.264512228,4.043885,2.603535,5.148124,5.728571,8.137618,10.30084,10.93635,10.50361,9.954959,8.050808,6.655798,3.925008,-11.8516,-9.67335,-3.67317,4.466769,11.46589,16.61315,19.36316,18.2104,13.47194,7.390692,-1.06619,-8.54678,58.86732,2.855958618,70.486933,5.584361,16.077245,53.98254,0.2400899,0.15284,1.989374,2.935473,52.57896,400.6552,3.454276,0.782433201,-0.622734523
lg9,1638.633,59.245,72,2.536004,0.598320134,10.54462,10.52596,9.671944,3.751452,1.786508,0.4020228,0.08910289,0.2387879,0.9701764,3.109168,6.893008,7.878384,7.939452,9.305173,10.18451,12.30687,15.51204,18.99134,21.98729,21.80844,20.71236,17.05167,11.81014,8.530521,29.56285,171.7316348,24.81333203,1.1980537,0.16691356,47.057603,5.207808,0.1416901,1.654256,5.904514,33.44207,508.811,18.98732,0.218643982,-0.975804698
lg10,1730.28,39.987,57,59.8585,0.081405883,7.469292,5.681504,6.595469,6.066832,8.433077,7.018722,5.18177,4.358175,4.903042,5.079938,7.093916,7.333025,-9.90715,-7.81955,-5.12047,-0.721465,4.287144,8.467762,12.65376,11.88409,7.026526,1.809928,-5.41317,-9.06586,73.11244,0,34.6195836,0.008218325,1.1262225,22.66367515,0.008846662,0.07252248,3.189152,5.586248,46.66514,2540.012,26.61507,-0.555078183,-0.831798179
lg11,1748.488,94.925,68,15.60068,0.093565446,6.884668,5.966764,8.239033,7.640604,10.19175,9.513216,9.804786,9.125394,9.090041,8.303376,8.037415,6.542292,-1.31378,0.1654204,4.443943,10.12283,15.19865,19.54717,21.85331,21.00376,17.28701,11.29568,5.88312,0.5915965,39.11739,8.139195694,84.472595,11.2803096,0.003448613,59.42914,0.2796506,0.09197421,5.969503,5.558486,35.17793,484.1089,15.58455,0.899376564,0.437174789
lg12,1763.227,137.517,71,42.06087,0.40039079,27.6996,23.3028,19.82636,15.31161,11.68919,7.82793,2.926071,3.314259,7.278887,13.97959,29.32579,29.46146,-0.00757646,1.389702,2.905106,5.229288,8.4641,11.97678,15.67247,15.64713,13.16853,8.220804,3.014711,0.7072186,70.79619,64.95667886,86.03954727,0.5248218,0.017456634,71.1098696,0.08630364,0.1380572,3.263931,5.973088,48.14782,1012.474,24.92884,0.866244359,-0.499620566
lg13,1809.661,92.702,66,30.04664,0.453603419,14.87267,12.59684,11.5576,6.93471,4.793933,2.773991,1.137978,1.808007,3.157875,6.406438,14.63878,15.39511,2.840025,4.156198,5.371463,7.477806,11.20432,14.9747,19.23222,19.04307,16.31667,11.17849,5.807881,3.263952,58.35584,61.93340465,67.617014,2.8762618,1.0171405,27.6103176,0.4055746,0.1055323,1.880596,5.873289,36.45729,998.1348,32.40582,0.996288538,0.086076419
lg15,1856.853,131.748,76,24.48044,0.071280092,11.24232,9.644641,11.92531,11.23197,13.59142,13.26131,14.59789,12.22506,10.77334,9.244413,10.60378,10.88802,-3.60448,-2.60799,1.477214,7.156881,12.31284,16.38212,18.44694,17.73729,14.34801,8.6887,3.104407,-1.95652,36.20727,1.208528623,89.58714,2.867723,1.718763,57.330407,0.2233956,0.1119726,3.93614,5.161227,39.43739,995.1717,18.74992,0.418222227,-0.908344741
lg16,1892.565,83.336,70,21.47822,0.120916691,4.549957,4.009283,6.093429,7.436376,7.312024,8.175205,7.871379,8.131685,8.487539,6.471433,6.960352,6.03049,-4.97781,-4.03286,1.07329,7.971258,14.25261,19.61219,22.07972,21.20909,17.14608,10.71127,3.936225,-2.35277,50.22623,27.07034263,15.0015412,20.259272,8.5737449,19.8432238,19.32056,0.1418453,4.033154,3.005947,60,248.2548,0.9897655,-0.604252896,0.796792594
lg17,1894.58,110.868,75,32.70918,0.409662592,30.62198,25.02682,22.27143,17.04627,12.57324,8.195748,3.003636,3.453826,7.478456,15.3016,33.08089,32.9257,1.030879,2.337583,3.683266,5.818696,9.122131,12.6084,16.14295,16.14516,13.65454,8.802635,3.779594,1.704629,62.86951,300.0941259,73.1665554,6.623568,0.74030126,45.9879409,0.3225417,0.1438637,3.77001,5.779985,47.45524,920.9782,27.28796,0.343331868,-0.939214155
lg18,1904.435,87.367,77,34.08599,0.360954466,31.40645,25.21582,21.69094,15.71956,11.92879,9.661999,6.92699,7.185561,11.01338,21.42775,38.38559,35.76234,0.2806352,2.049959,3.494526,6.319678,9.371036,12.38399,15.35994,15.64398,12.45603,8.002717,3.612669,0.8069039,58.43696,0.194230835,59.444606,11.504041,2.95486,5.389008,1.301234,0.1482091,3.502343,4.183838,54.81702,718.2605,29.67616,0.385015459,-0.922910124
lg19,1959.148,123.619,68,3.179914,0.033010466,12.47455,10.87498,13.41688,9.102181,10.89718,10.65031,11.03208,10.53312,10.24067,10.50243,9.861341,10.08168,5.230355,6.855695,10.8774,15.63026,19.98775,23.95769,25.86793,25.21846,21.91817,15.94997,10.58314,6.233069,57.83382,57.85096021,54.1586349,17.2956443,2.910837086,29.9017055,3.055292,0.1343782,1.644006,5.38833,56.00196,217.7165,4.383276,-0.866793197,0.498667778
lg20,1985.226,115.634,71,15.90861,0.076689752,9.436036,8.271273,10.78835,9.478952,11.92836,11.9088,12.81441,11.18745,9.611617,7.926531,9.659845,9.378154,-0.580814,0.4311414,5.125599,10.75365,15.92362,20.42286,22.4912,21.77505,18.30425,11.97825,6.073163,1.12508,26.83662,116.2484155,73.39023547,14.993474,0.009384321,38.6246034,1.794573,0.1315827,1.323726,5.350318,41.18259,380.1045,16.48293,-0.991703725,0.128544628
lg22,2029.478,115.558,67,30.09513,0.076333141,8.561595,6.696684,9.149616,9.919045,11.61003,11.5141,11.32391,10.21479,11.07707,10.06404,10.53213,8.829837,-6.81964,-6.26687,-1.46333,5.078249,11.19913,15.94406,18.41337,17.59982,13.67711,7.858675,2.101179,-4.21059,44.57804,374.0808843,87.140082,5.6457804,2.1109313,26.120606,0.2118195,0.09886607,1.330013,4.759741,41.19999,619.6246,18.90999,-0.992645999,-0.12105338
lg23,2147.319,125.489,72,0,0.021329403,10.36144,7.770768,8.473449,8.961658,13.43931,11.33541,6.60177,8.365348,11.45139,11.37323,11.51297,10.0281,9.698181,11.65856,15.43758,19.70499,23.53861,26.91283,28.49316,28.50901,25.60429,20.55923,14.95566,10.89853,20.2783,432.2323558,31.8525889,26.5096771,13.6985883,2.5465003,2.466327,0.1298221,3.219124,3.442441,56.64294,86.67407,1.754585,-0.874207315,0.48555285
lg24,2223.267,112.032,68,12.44599,0.088598858,9.272614,8.434876,10.4233,10.08831,12.60307,11.21908,13.20417,11.16735,9.248985,7.710646,8.900631,9.42515,0.004941762,1.47672,6.148969,11.73652,16.44322,20.51017,22.59092,22.00484,18.45588,12.34579,6.69212,1.779424,37.23652,112.7995733,83.0267392,2.4468717,0.021535875,56.17608,0.9548694,0.1032132,5.199988,5.738157,44.92792,463.7367,28.98779,0.322235955,-0.946659384
lg25,2243.628,83.392,71,27.18213,0.162682901,5.151532,3.635493,5.051188,6.532233,6.988533,7.788143,8.030255,9.164108,9.615813,8.091723,6.881914,5.564901,-7.77625,-7.52757,-2.52941,5.076821,11.8238,17.09546,19.52513,18.38249,14.15287,8.174187,1.349426,-4.85606,85.43295,2.0531425,53.871846,8.458795,12.031317,41.109046,0.6351199,0.08447362,11.01843,5.049951,59.77197,355.2532,2.241605,-0.497787049,-0.867299288
lg26,2348.75,105.091,65,4.360612,0.172852886,3.597196,4.791449,8.865152,9.989039,14.0307,11.84621,8.319372,8.196464,12.25892,8.96233,8.349005,5.23453,1.874713,4.706337,9.64224,15.60253,19.98698,24.66334,27.57464,27.11973,22.54801,16.4253,9.266454,3.699038,11.37416,560.2463272,30.71682484,8.86435,0.004483235,55.6969038,0.5255807,0.158229,1.525839,3.922183,36.11497,264.7634,4.017638,-0.990890358,0.134671072
lg27,2360.572,127.329,74,21.08442,0.073917134,10.784,9.618705,11.85993,10.88534,13.2809,12.99755,14.54893,12.15922,10.89624,8.8208,10.3635,10.70675,-1.82019,-0.856511,3.576067,9.018243,14.08059,18.25762,20.27878,19.53986,16.29975,10.36469,4.679799,-0.154642,31.03356,6.046503983,83.0723184,8.925188,0.11727665,47.7117268,0.827951,0.1155792,3.394083,5.212462,37.23144,712.4422,16.59869,0.457478205,-0.889220834
lg28,2402.694,144.309,70,39.6693,0.401735548,30.19181,24.26861,22.62643,17.36656,12.73576,8.34175,3.088357,3.562982,7.488021,14.95607,32.858,31.97231,0.4437022,1.662478,2.991382,5.281887,8.590753,12.21004,15.87615,15.96,13.31871,8.283382,2.90544,0.893073,67.90082,168.4591034,83.4781255,0.008914993,0.049332128,72.4643687,0.05247298,0.1463324,3.127513,5.91877,45.5207,1171.612,26.24347,0.359759063,-0.933045238
lg29,2404.412,32.097,50,12.92276,0.393011871,1.058936,1.146622,3.227963,4.992016,6.444997,5.284216,7.74276,8.353748,3.223379,2.837552,2.060308,1.402985,-1.93794,-0.636237,2.330143,6.842092,11.8998,17.08383,20.26371,19.11346,14.88847,9.204294,2.566817,-1.12617,48.78424,50.34741966,28.13066356,0.582653874,2.436546,11.3147795,5.978586,0.1167189,5.057333,5.930587,45.41145,2061.982,10.02145,-0.916401156,0.400261066
lg30,2409.197,138.52,72,36.15657,0.367825477,21.88468,17.52745,17.36259,14.30502,10.65592,6.989493,2.778716,3.414558,5.750473,11.55441,24.55646,23.10367,0.8227763,1.971593,3.249507,5.538781,8.92117,12.47092,16.29216,16.55316,13.96642,8.810663,3.381995,1.351853,71.16177,182.3912864,82.84606998,0.186223792,0.018304853,62.7305507,0.1207773,0.139929,2.4711,5.952964,46.55471,1189.951,28.56438,0.471195084,-0.882029021
lg31,2411.956,72.415,59,63.55998,0.198248888,10.39096,9.069977,9.856522,7.602974,8.741183,6.235495,4.724796,4.034283,4.831816,5.91163,9.788453,10.50814,-9.99707,-7.97411,-4.91931,-0.0763512,5.121713,9.43618,13.8696,13.01373,7.743641,2.317288,-4.95358,-9.1248,82.06615,268.7411375,54.5354783,0.046829212,2.1292182,26.40607751,0.1225787,0.07832459,4.029956,5.768171,49.57408,2400.151,10.17489,0.834227638,-0.551420211
lg32,2436.125,111.259,70,35.25105,0.38822926,26.17614,22.09922,19.05672,14.98144,11.59032,7.827529,2.964189,3.424233,7.239304,13.68027,27.86407,27.9742,0.7838661,2.264891,3.89024,6.271506,9.464688,12.81187,16.29374,16.26929,13.84809,8.997031,3.898073,1.473612,65.92062,47.19019796,75.398929,6.745739,0.38802208,58.3551032,0.867372,0.1418771,2.713177,5.84767,48.42942,830.2515,21.41705,0.756766923,-0.653684805
lg33,2438.114,79.729,68,41.21194,0.408750884,17.69848,15.32183,14.85494,10.78645,8.232529,4.221899,1.942505,2.322615,3.926329,8.774479,19.61605,19.44645,0.1251909,1.463818,2.945831,5.269255,8.893635,12.69673,17.14743,17.04305,14.07833,8.976129,3.165558,0.4936799,75.02349,259.612245,83.05671627,0.13661793,0.010852653,74.1695065,0.1113936,0.13172,3.170402,5.71057,47.08268,1295.228,15.82888,0.22521974,-0.974307995
lg34,2444.736,96.776,74,7.39005,0.0360226,13.30882,12.06341,15.19762,11.20981,13.62391,12.52975,12.04363,12.67097,11.9094,10.57186,12.60413,11.38494,2.193145,3.501227,7.430199,12.09679,16.31423,19.96902,21.83893,21.27266,18.11023,12.56863,7.359604,3.307961,62.71315,30.06424007,68.785405,12.145833,0.2169424,33.43802,2.641293,0.1324038,2.757408,5.510155,51.68733,817.8229,17.24701,-0.79215012,0.610326296
lg35,2452.373,103.418,66,26.69543,0.110871471,6.302251,5.782329,7.862413,7.8175,9.051113,12.08171,9.548457,8.607815,9.349354,7.781359,8.364805,6.715025,-5.34063,-4.47728,0.2513951,6.774761,12.75139,17.37421,19.73209,18.8614,14.97871,9.094422,3.157072,-2.98428,39.03848,21.11568428,83.406486,9.482767,0.4503352,57.522057,0.2062202,0.1077896,3.2024,4.012769,47.71548,545.163,17.96368,-0.96073316,0.277473953
lg36,2454.716,32.595,51,30.03619,0.156634227,5.384549,5.547381,6.515424,3.241968,2.75336,1.317301,3.247314,4.386923,3.289132,3.855894,4.012085,3.281315,-0.919657,0.7847232,3.347003,7.474358,12.36759,17.53631,21.03021,20.11555,16.02341,10.30044,3.542793,-0.364791,76.16647,4.857225846,58.5200809,0.43062014,0.331810271,33.733209,0.1061811,0.1215645,4.145805,6,37.94093,1962.208,23.53111,-0.960363287,0.278751425
lg37,2539.589,51.26,62,37.67933,0.523539895,20.222,18.3415,17.74103,8.148269,4.800693,1.954303,1.273518,1.038077,2.783523,6.690416,13.47472,15.14909,2.057314,2.848414,4.339713,6.76939,11.03567,15.45582,19.33723,19.00894,16.1517,11.2333,5.542785,2.604038,58.771,1627.182039,55.3066604,0.06130914,0.254308949,34.4033616,0.4105555,0.1020416,4.268606,5.949031,38.21624,1619.072,24.96659,-0.407372725,-0.91326199
lg38,2553.944,85.441,71,27.2333,0.16113697,5.213172,3.653958,5.077279,6.546366,6.974905,7.789055,8.025875,9.196419,9.6141,8.107563,6.927618,5.610646,-7.72241,-7.47513,-2.48305,5.109697,11.84223,17.11818,19.55303,18.41579,14.18475,8.210125,1.390474,-4.80561,85.33875,21.53355712,53.77495,9.272918,11.181673,38.204298,0.6822891,0.08368221,11.04961,5.109151,59.66385,351.3668,2.415381,-0.567125207,-0.823631592
lg39,2592.008,137.655,72,0,0.189836424,10.43601,8.812834,11.41926,7.719973,8.965271,16.60897,17.49532,18.48934,14.17483,6.794025,6.034203,7.636739,12.31363,13.82559,16.9377,19.93684,23.63105,26.30018,27.24687,27.05249,25.67695,21.1498,16.63214,13.13211,44.32361,1.038437767,31.0945225,15.660615,21.839953,10.35827528,0.8399047,0.0926787,8.046083,1.677429,59.56403,39.14426,0.5659305,-0.016581613,-0.999862516
lg40,2605.191,119.659,75,33.90049,0.368466766,21.70189,17.45308,17.24481,14.23001,10.57299,6.922439,2.723391,3.372855,5.719223,11.44802,24.40686,22.94111,1.053498,2.239942,3.522822,5.808672,9.159648,12.68559,16.45373,16.71333,14.16062,9.033547,3.638006,1.5792,69.75157,408.9094965,81.9824585,0.3264981,0.024286125,47.9314876,0.1352647,0.1404647,2.358582,5.939478,46.57203,1138.915,28.20367,0.55690316,-0.830577432
lg41,2659.891,117.565,71,25.19203,0.0685464,9.152567,8.136497,10.25288,10.35952,11.63013,11.03934,12.1407,10.46804,9.71687,8.137334,9.647245,9.152034,-3.70585,-2.49347,2.056095,8.1009,13.42315,17.75162,19.90579,19.23684,15.65839,9.545877,3.971837,-1.61873,38.75666,220.5167167,67.258178,22.316862,0.4254198,54.705884,0.7334077,0.1149522,3.877933,4.534709,40.67193,721.6108,10.25973,-0.560995916,-0.827818568
lg42,2683.308,140.499,68,4.604066,0.071994158,16.8966,14.32534,16.9561,11.88985,13.71121,11.56671,12.7923,12.69496,12.13985,11.44561,13.02532,13.78656,4.424023,5.82428,9.664096,14.32059,18.55842,22.38996,24.09727,23.64458,20.62046,14.8171,9.576309,5.417205,66.44113,1186.209276,61.724197,13.527729,0.161062448,39.181975,2.411033,0.1332419,2.092288,5.682107,53.12884,459.1402,9.597604,-0.983822252,0.179147362
